id,name,note,nbr_avis,type,quartier,prix
0,L'ENTREPÔT,"2,2/5",5,Cuisine française,75014,€€
1,CAVE LA BOURGOGNE,"2,5/5",2,Bistrot – Brasserie,75005,€€
2,LE MANSOURIA,"2,5/5",2,Restaurant marocain,75011,€€
3,LE SQUARE GARDETTE,"2,5/5",2,Cuisine française,75011,€€
4,FLUNCH,"2,5/5",2,Cafétéria,75018,€
5,YA LAMAÏ,"2,3/5",3,Restaurant thaïlandais,75003,€
6,LE MASSYL,"2,3/5",3,Restaurant marocain,75013,€
7,CHEZ FRED,"2,3/5",3,Bistrot – Brasserie,75017,€€
8,LAPÉROUSE,2/5,4,Cuisine française,75006,€€€
9,LE BAILLI DE SUFFREN,2/5,4,Cuisine française,75016,€
10,SUPER VEGAN,2/5,3,Restaurant végétarien,75017,€
11,LA POINTE DU GROIN,2/5,3,Tapas,75010,€
12,LE CAFÉ DES CONCERTS,2/5,3,Bistrot – Brasserie,75019,€€
13,LE WEEK-END,2/5,3,Cuisine française,75008,€€
14,AU CHIEN QUI FUME,2/5,3,Bistrot – Brasserie,75001,€€
15,LOLYPOP KITCHEN,2/5,3,Restaurant végétarien,75001,€€
16,LE PETIT OLIVIER,"1,8/5",4,Cuisine française,75006,€
17,L'ESTAMPE,2/5,2,Restaurant marocain,75019,€
18,CHARLY BUN'S,2/5,2,Restaurant américain,75001,€€
19,AU VIEUX PARIS,"1,8/5",4,Cuisine française,75004,€€
20,PEDRA ALTA CHAMPS-ÉLYSÉES,2/5,2,Restaurant portugais,75008,€€
21,LA GARÇONNIERE,2/5,2,Bistrot – Brasserie,75016,€€
22,LE MONDIAL,2/5,2,Cuisine française,75010,€€
23,EGGS & CO,2/5,2,Bistrot – Brasserie,75006,€€
24,LA CEVICHERIA MARTEL,2/5,2,Restaurant fruits de mer – Poissons,75010,€€
25,LA MEDUSE,2/5,2,Cuisine française,75011,€€
26,AUX TROIS OBUS,2/5,2,Bistrot – Brasserie,75016,€€
27,LA MAISON DU CAVIAR,2/5,2,Restaurant russe,75008,€€€
28,BB RESTAURANT,2/5,2,Cuisine française,75009,€€€
29,L'OGRE,2/5,1,Bistrot – Brasserie,75016,€€
30,RESTAURANT DU LUCERNAIRE,2/5,1,Cuisine française,75006,€
31,AUX NÉGOCIANTS,2/5,1,Bistrot – Brasserie,75018,€€
32,LE BAR À SOUPES,2/5,1,Restaurant insolite,75011,€
33,BANANI,2/5,1,Restaurant indien,75015,€€
34,LE BISTROT DU PEINTRE,2/5,1,Bistrot – Brasserie,75011,€€
35,SHIN JUNG,2/5,1,Restaurant coréen,75008,€€
36,À LA FOLIE,2/5,1,None,75019,€€
37,LE TAMBOUR,2/5,1,Bistrot – Brasserie,75002,€€€
38,GWADAR,2/5,1,Restaurant indien,75001,€€
39,CHEVAL D'OR,2/5,1,Cuisine d'Asie,75019,€€
40,CAFÉ MARGERIDE,"1,7/5",3,Bistrot – Brasserie,75013,€€
41,AL DAR,"1,3/5",3,Restaurant libanais,75016,€€
42,HALL'S BEER TAVERN,1/5,3,Bistrot – Brasserie,75001,€
43,ROSE BAKERY,1/5,2,Cuisine française,75009,€
44,HALL 1900,1/5,2,Bistrot – Brasserie,75004,€
45,MAMIE BURGER MICHODIÈRE,1/5,1,Restaurant américain,75008,€
46,PARIS BEAUBOURG,1/5,1,Bistrot – Brasserie,75004,€€
47,CAFÉ LE BOUQUET,1/5,1,Bistrot – Brasserie,75014,€€
48,LE LEOPOLD,1/5,1,Cuisine française régionale,75002,€€
49,L'ENTRACTE,1/5,1,Cuisine française,75009,€€
0,RELAIS D'ALSACE - TAVERNE KARLSBRÄU,1/5,1,Bistrot – Brasserie,75001,€€
1,LA CHAUMIÈRE POLONAISE,1/5,1,Restaurant polonais,75017,€€
2,KINUGAWA,1/5,1,Restaurant japonais,75001,€€€
3,CHEZ SHEN,1/5,1,Restaurant chinois,75003,€
4,LE LOCAL ROCK,1/5,1,None,75019,€€
5,KINNARI,1/5,1,Restaurant thaïlandais,75007,€€
6,UN TOUT PETIT MONDE,1/5,1,Cuisine française,75015,€
7,LE TELEX,1/5,1,Cuisine française,75007,€
8,EXTÉRIEUR QUAI,1/5,1,Bistrot – Brasserie,75010,€€
9,AUX CRUS DE BOURGOGNE,1/5,1,Bistrot – Brasserie,75002,€€
10,LA PETITE MAISON DE NICOLE,5/5,1,Restaurant italien et pizzeria,75008,€€€
11,LE BOUCHON ET L'ASSIETTE,0/5,1,Bistrot – Brasserie,75017,€€
12,L'ESCALE,None,None,Bistrot – Brasserie,75004,€
13,LA BICYCLETTE,None,None,Cuisine française,75019,€€
14,ALL IN SUSHI,None,None,Restaurant japonais,75003,€€
15,JTÉPADI !,None,None,Bistronomie,75002,€€
16,LA GENTILHOMMIERE,None,None,Cuisine française,75006,€€
17,LE REINITAS,None,None,Cuisine française,75004,€
18,PIZZA E MOZZA,None,None,Restaurant italien et pizzeria,75001,€€
19,COCO,None,None,Cuisine française,75009,€€€
20,MÛRE,None,None,Restaurant bio,75002,€€
21,GUILLAUME GRASSO LA VERA PIZZA NAPOLETANA,None,None,Restaurant italien et pizzeria,75015,€
22,BLEND,None,None,Burger,75006,€
23,LE CAFE DE LA GARE,None,None,Bistrot – Brasserie,75018,€€
24,LE CRYSTAL PARIS,None,None,Bistrot – Brasserie,75017,€€
25,CHEZ ALINE,None,None,Sandwicherie,75011,€
26,CAPRICE CAFÉ,None,None,Cuisine française,75014,€€
27,FRAGMENTS,None,None,Bistrot – Brasserie,75003,€€
28,VILLA PASSY,None,None,Cuisine française,75016,€€
29,ISCHIA,None,None,Restaurant italien et pizzeria,75015,€€
30,MELT CAMBRONNE,None,None,Restaurant de viandes,75015,€€
31,LE BARIBAL,None,None,Cuisine française,75015,€€
32,LES FRANÇAISES,None,None,Cuisine française,75017,€€
33,EAST BUNKER,None,None,Restaurant américain,75010,€€
34,LA CASBAH,None,None,Cuisine du Maghreb,75011,€€
35,Domino's Pizza Paris 10,None,None,Pizzas,75010,€€
36,Domino's Pizza Paris 18 - Stephenson,None,None,Pizzas,75018,€€
37,Domino's Pizza Paris 5,None,None,Pizzas,75005,€€
38,MEDIACAFE,None,None,Restaurant japonais,75010,€€
39,MAYO,None,None,Cuisine française,75017,€€
40,KYO,None,None,Restaurant japonais,75004,€
41,UNE MÈRE UNE FILLE À PARIS,None,None,Cuisine française,75015,€
42,FAN DE CAROTTE,None,None,Cuisine française,75017,€
43,VOULEZ-VOUS DÎNER ?,None,None,Spécialités,75006,€€
44,POLICHINELLE,None,None,Restaurant végétarien,75015,€€
45,CLASICO ARGENTINO,None,None,Restaurant argentin,75011,€
46,NAKAGAWA (RUE LASSUS),None,None,Restaurant japonais,75019,€
47,IZUMI,None,None,Restaurant japonais,75008,€€
48,TAKI,None,None,Restaurant japonais,75015,€€
49,EDDOKO 1,None,None,Restaurant japonais,75002,€
0,SUSHI GAN,None,None,Restaurant japonais,75001,€
1,SANUKIYA,None,None,Restaurant japonais,75001,€
2,LE ROSTAND,None,None,Cuisine française,75006,€€
3,CONVIVIUM,None,None,Restaurant italien et pizzeria,75017,€€
4,HELLO SUSHI OPÉRA,None,None,Restaurant japonais,75001,€
5,NULLIUS,None,None,Restaurant portugais,75003,€€
6,LA CANTINE BRETONNE,None,None,Crêperie,75019,€€
7,M. ZHAO,None,None,Restaurant chinois,75002,€
8,L'ANGOLO 42,None,None,Restaurant italien et pizzeria,75005,€
9,VILLA MAASAÏ,None,None,Cuisine d'Afrique,75002,€€
10,PARCELLES,None,None,Bistrot – Brasserie,75003,€€
11,CAFÉ DU COIN,None,None,Bistrot – Brasserie,75011,€
12,LE RUBAN ROUGE,None,None,Restaurant japonais,75008,€
13,JUGAAD,None,None,Restaurant indien,75002,€€
14,GIULIO REBELLATO,None,None,Restaurant italien et pizzeria,75016,€€
15,LA FONTAINE DE BELLEVILLE,None,None,Brunch,75010,€€
16,LE SIROCCO,None,None,Restaurant marocain,75013,€€
17,CALI SISTERS,None,None,Cuisine Amériques – Caraïbes,75002,€€
18,MATCHAN,None,None,Restaurant japonais,75015,€
19,IL CIRCOLO,None,None,Restaurant italien et pizzeria,75009,€€
20,SUSHI HOUSE,None,None,Restaurant japonais,75006,€
21,LE LAKANAL,None,None,Cuisine française,75014,€€
22,NEW MATSU SUSHI,None,None,Sur place – À emporter,75005,€€
23,LE TIR AUX PIGEONS,None,None,Cuisine française,75016,€€
24,BOBI,None,None,Restaurant philippin,75011,€€
25,TOKYO OSAKA,None,None,Restaurant japonais,75013,€
26,YI PING,None,None,Restaurant japonais,75002,€
27,H HOTDOG HOUSE,None,None,Sur place – À emporter,75010,€
28,LE SOIXANTE-DOUZE,None,None,Restaurant antillais,75013,€€
29,LA CANTINIÈRE,None,None,Cuisine française,75009,€€
30,BURGER & FILS,None,None,Restaurant américain,75008,€
31,LE COMITÉ,None,None,Cuisine française,75019,€€
32,GABYLOU,None,None,Cuisine française,75017,€€
33,CAFE MAASAÏ,None,None,Cuisine d'Afrique,75013,€€
34,LA COUPOLE,None,None,Club - Discothèque,75014,None
35,ORIGINES JULIEN BOSCUS,None,None,Gastronomique,75008,€€€
36,SOPHIE LA PARISIENNE,None,None,Restauration rapide – À domicile,75017,€
37,BRASSERIE DUBILLOT,None,None,Bistrot – Brasserie,75002,€€
38,DALIA,None,None,Cuisine du Proche et Moyen-Orient,75002,€€
39,BULMA,None,None,Sandwicherie,75010,€
40,CAFÉ DU PETIT PALAIS,None,None,Cuisine française,75008,€
41,AU PETIT POT,None,None,Bistrot – Brasserie,75019,€€
42,LE NORD - SUD,None,None,Cuisine française,75018,€€
43,19DARÙ,None,None,Restaurant russe,75008,€€
44,AUX DEUX AMIS,None,None,Bistrot – Brasserie,75011,€€
45,LA DÉMOCRATIE,None,None,Bistrot – Brasserie,75007,€€
46,TERRASS HOTEL,None,None,Bistronomie,75018,€€
47,LE HANG'ART,None,None,None,75019,€€
48,VIDA,None,None,Cuisine méditerranéenne,75010,€€
49,ALAIN MIAM MIAM,None,None,Cuisine française,75003,€
0,LA CARAVELLE DES SAVEURS,None,None,Restaurant portugais,75010,€
1,GOMI,None,None,Cuisine méditerranéenne,75002,€€
2,LA THITH CANTINE,None,None,Cuisine d'Asie,75017,€€
3,CAFÉ DES PHARES,None,None,Bistrot – Brasserie,75004,€€
4,URFA DÜRÜM,None,None,Sur place – À emporter,75010,€
5,TAKAMI,None,None,Restaurant japonais,75004,€
6,TAISHO KEN LAMEN 2,None,None,Restaurant japonais,75008,€
7,LE PONT 9,None,None,Bistrot – Brasserie,75001,€€
8,PEÑA FESTAYRE,None,None,Restaurant basque,75019,€€
9,TAPAS AVENTURE,None,None,Tapas,75008,€
10,AQUARIUM DE PARIS,None,None,Cuisine française,75116,€
11,LA FAVORITE,None,None,Bistrot – Brasserie,75004,€€
12,TWINKIE BREAKFAST & LUNCH,None,None,Cuisine française,75002,€
13,LE CABANON DE L'ÉCAILLER,None,None,Sur place – À emporter,75014,€
14,PUR ETC,None,None,Restaurant bio,75002,€
15,LA BLANCHE HERMINE,None,None,Crêperie,75015,€€
16,LA BONACE,None,None,None,75019,€€
17,BISTRO NEUF,None,None,Bistrot – Brasserie,75009,€€
18,MIEUX,None,None,Bistronomie,75009,€€
19,PASTORE,None,None,Restaurant italien et pizzeria,75009,€€
20,CAFÉ DES MINISTÈRES,None,None,Bistrot – Brasserie,75007,€€
21,Domino's Pizza Paris 12 - Charenton,None,None,Pizzas,75012,€€
22,DR. AUGUSTE,None,None,Restaurant de burger,75020,€€
23,N°41,None,None,Bistrot – Brasserie,75016,€€
24,CHEZ FRANCK,None,None,Bistronomie,75017,€€
25,LA DARONNE,None,None,Cuisine française,75002,€€
26,A SAINT-MALO,None,None,Bistrot – Brasserie,75014,€€
27,LA CHOPE DAGUERRE,None,None,Bistrot – Brasserie,75014,€€
28,MOSUKE,None,None,Gastronomique,75014,€€€
29,BABYLONE BIS,None,None,Restaurant antillais,75002,€€
30,GRAND CAFE D'ATHENES,None,None,Restaurant grec,75010,€€
31,STREET BANGKOK,None,None,Restaurant thaïlandais,75006,€€
32,YAHMI,None,None,Cuisine du Maghreb,75001,€€
33,CAP TIEDO,None,None,Cuisine internationale – Fusion,75013,€€
34,SÉSAME,None,None,Cuisine française,75010,€
35,BON BOUQUET CAFÉ,None,None,Brunch,75009,€€
36,LES COLTINEURS,None,None,Bistrot – Brasserie,75016,€€
37,BLOMET,None,None,Bistrot – Brasserie,75015,€€
38,SIR WINSTON,None,None,Restaurant britannique,75016,€€
39,CHEZ PRADEL,None,None,Bistrot – Brasserie,75011,€
40,CAFE COTTA,None,None,Restaurant italien et pizzeria,75012,€€
41,LE GRENELLE DE PEKIN,None,None,Cuisine d'Asie,75007,€€
42,POULICHE,None,None,Cuisine française,75010,€€€
43,NOSSO,None,None,Cuisines du monde,75013,€€
44,L'ATELIER DE JOËL ROBUCHON ÉTOILE,None,None,Cuisine française,75008,€€€
45,L'ABRAISE,None,None,Bistrot – Brasserie,75006,€€
46,AU 35,None,None,Bistrot – Brasserie,75006,€€
47,FULGURANCES - L'ENTREPÔT,None,None,Cuisine française,75014,€€
48,FLOWER FOOD,None,None,Restaurant végétarien,75009,€
49,LA BONNE HEURE,None,None,Restaurant végétarien,75013,€€
0,LA BELLE ÉTINCELLE,None,None,Cuisine française,75015,€€
1,TAMARA,None,None,Gastronomique,75001,€
2,EVE,None,None,Restaurant végétarien,75002,€
3,BUJA VÉGÉTARIEN,None,None,Restaurant végétarien,75013,€€
4,IMMERSION,None,None,Brunch,75010,€€
5,MARZO,None,None,Restaurant italien et pizzeria,75007,€€
6,YA BAYTÉ,None,None,Restaurant libanais,75005,€€
7,PEDZOUILLE LA GRANGE,None,None,Cuisine française,75015,€€
8,BARBOT,None,None,Restaurant fruits de mer – Poissons,75009,€€
9,Bambini Paris,None,None,Restaurant italien et pizzeria,75116,€
10,LE RASPAIL,None,None,Bistrot – Brasserie,75006,€€
11,PLEY MERSEA,None,None,Restaurant fruits de mer – Poissons,75008,€
12,NOLI,None,None,Cuisine d'Asie,75006,€
13,FLEUR DE PAVÉ,None,None,Gastronomique,75002,€€
14,COYO TACO,None,None,Cuisine Amériques – Caraïbes,75002,€
15,BAMBOU,None,None,Cuisine d'Asie,75002,€€
16,THE CRYING TIGER,None,None,Restaurant thaïlandais,75006,€€
17,ANNE,None,None,Gastronomique,75004,€€€
18,DOUZE,None,None,Cuisine française,75012,€€
19,BIO MAMMA,None,None,Restaurant italien et pizzeria,75006,€
20,MAISON RUSSE,None,None,Restaurant russe,75016,€€€
21,TZANTZA,None,None,Cuisine internationale – Fusion,75001,€€
22,CAFÉ LIGNAC,None,None,Bistrot – Brasserie,75007,€€
23,PLUME - RESTAURANT,None,None,Cuisine française,75007,€€
24,DUCASSE SUR SEINE,None,None,Cuisine française,75016,€€€
25,GRI GRI SOUL FOOD,None,None,Restaurant américain,75018,€€
26,LE CAFE DES DAMES,None,None,Cuisine française,75017,€€
27,BOUILLON CHARTIER GARE DE L'EST,None,None,Bistrot – Brasserie,75010,€
28,DUPONT VERSAILLES,3/5,2,Cuisine française,75015,€€€
29,LE CACTUS,3/5,1,Cuisine française,75004,€€
30,LES SANS-CULOTTES,3/5,1,Bistrot – Brasserie,75011,€€
31,LE BOUGAINVILLE,4/5,1,Bistrot – Brasserie,75002,€€
32,LA BRASSERIE THAÏ,4/5,1,Restaurant thaïlandais,75018,€€
33,AU ROI DU CAFÉ,"3,8/5",19,Bistrot – Brasserie,75015,€
34,AU BOURGEON D'OR,5/5,2,Restaurant chinois,75013,€€
35,LE 17.45,"4,8/5",4,Cuisine française,75017,€
36,FARAGO PINTXOCLUB,5/5,1,Restaurant espagnol,75010,€€
37,LES TANTES JEANNE,5/5,1,Restaurant de viandes,75018,€€
38,LE RUSTI,5/5,1,Restaurant italien et pizzeria,75004,€€
39,LA PETITE HALLE,"4,7/5",3,None,75019,€€
40,SIMONETTA,"4,7/5",3,Restaurant italien et pizzeria,75019,€€
41,BLACK BEANS,"4,5/5",2,Restaurant mexicain,75009,€€
42,NONNO,"4,5/5",2,Restaurant italien et pizzeria,75015,€
43,TEPPANYAKI GINZA ONODERA,"4,5/5",2,Restaurant japonais,75006,€€€
44,BRASSERIE FLO,"4,3/5",3,Bistrot – Brasserie,75010,€€
45,SAIGON PANTHÉON,4/5,2,Restaurant vietnamien,75005,€€
46,PARIS NEW YORK,4/5,2,Restaurant américain,75010,€€
47,750G LA TABLE - TEMPLE,4/5,1,Cuisine française,75003,€€
48,MAD'EO,4/5,1,Crêperie,75015,€
49,JEROBOAM,4/5,1,Bistrot – Brasserie,75011,€€
0,RESTAURANT L'ASSEMBLÉE,4/5,1,Bistrot – Brasserie,75007,€€
1,LE MANOIR,4/5,1,Bistrot – Brasserie,75009,€
2,LES FINES GUEULES,4/5,1,Bistrot – Brasserie,75001,€€
3,DON LUCAS,4/5,1,Restaurant espagnol,75005,€€
4,TESORO D'ITALIA - ROUGEMONT,None,None,Restaurant italien et pizzeria,75009,€€
5,CAFÉ DROUOT,"3,4/5",5,Bistrot – Brasserie,75009,€€
6,LE CAFÉ DE LA POSTE,"3,5/5",2,Cuisine française,75018,€€
7,MAISON BECQUEY,3/5,2,Bistrot – Brasserie,75019,€€
8,LA CANTINE CHINOISE,3/5,1,Restaurant chinois,75020,€
9,GUO MIN PARIS,3/5,1,Restaurant cambodgien,75019,€
10,KING MARCEL,2/5,1,Sur place – À emporter,75002,€
11,THE GRILLED CHEESE FACTORY,2/5,1,Restaurant américain,75004,€
12,L'ORIGINEL,None,None,Restaurant bio,75014,€€
13,MANJÉ & CO.,None,None,Sur le pouce,75016,€€
14,ROSA KIWI,None,None,Sur le pouce,75005,€€
15,MALRO,5/5,1,Cuisine méditerranéenne,75003,€€
16,LA MARINA,5/5,1,Restaurant italien et pizzeria,75010,€
17,LE REMINET,5/5,1,Cuisine française,75005,€€
18,CREPERIE LE PHARE,5/5,1,Crêperie,75014,€€
19,LE TEMPLE CELESTE,5/5,1,Restaurant chinois,75003,€
20,L' OPPORTUN,5/5,1,Bistrot – Brasserie,75014,€€
21,YARA,5/5,1,Restaurant libanais,75011,€€
22,PICCOLA ITALIA,"4,7/5",3,Restaurant italien et pizzeria,75010,€€
23,ENSEMBLE,None,None,Cuisine française,75016,€€
24,LE FOUQUET'S,"4,5/5",2,Cuisine française,75008,€€€
25,LA TABLE DES ANGES,"4,5/5",2,Cuisine française,75009,€€
26,RESTAURANT JAMIN,4/5,2,Cuisine française,75016,€€
27,LE 1 CINQ,4/5,2,Restaurant corse,75015,€
28,LE CARDINAL,4/5,2,Bistrot – Brasserie,75016,€€
29,CRÊPERIE DES ARTS,4/5,1,Crêperie,75006,€€
30,PITA PARIS,4/5,1,Restaurant végétarien,75018,€€
31,LE PETIT INDIEN,4/5,1,Livraison à domicile,75017,€€
32,LA BOCATA,4/5,1,Tapas,75009,€€
33,LES DEUX MAGOTS,4/5,1,Cuisine française,75006,€€
34,LE 233,4/5,1,Cuisines du monde,75019,€€€
35,CUCUZZA,4/5,1,Restaurant italien et pizzeria,75017,€€
36,LA LOUVE,4/5,1,Restaurant italien et pizzeria,75009,€€
37,CHEZ VOUS,4/5,1,Cuisine d'Europe,75018,€€
38,LAC D'ARGENT,4/5,1,Cuisine d'Asie,75015,€
39,LE CHERCHE MIDI,4/5,1,Restaurant italien et pizzeria,75006,€€
40,LES BURGERS DE PAPA,"3,5/5",2,Restaurant américain,75010,€
41,L'ATELIER ETOILE DE JOËL ROBUCHON,"3,3/5",3,Cuisine française,75008,€€
42,YAKI,3/5,1,Restaurant japonais,75014,€€
43,L'AUBERGE DE LA REINE BLANCHE,3/5,1,Cuisine française,75004,€€€
44,HOLY BOL,3/5,1,Restaurant thaïlandais,75009,€
45,LES CANAILLES MENILMONTANT,3/5,1,Bistrot – Brasserie,75020,€€
46,GEMINI,"2,5/5",2,Restaurant italien et pizzeria,75007,€€
47,LE BOT,2/5,2,Cuisine française,75015,€€
48,HABESHA HABESHA,5/5,2,Restauration rapide – À domicile,75015,None
49,ELIO CHATEAU KEFRAYA,5/5,1,Restauration rapide – À domicile,75014,None
0,Leon de Bruxelles,5/5,1,None,75001,None
1,BISTRO BURGER MONTORGUEIL BISTRO BURGER,5/5,1,Restauration rapide – À domicile,75001,None
2,Aux Petits Chandeliers,5/5,1,None,75014,None
3,El Chingon,5/5,1,None,75009,None
4,Leon de Bruxelles,"3,8/5",4,None,75014,None
5,DIET HOUSE LE DEJEUNER SUR L'HERBE,4/5,1,Restauration rapide – À domicile,75009,None
6,LE PALAIS DE LA GAITE,4/5,1,Restauration rapide – À domicile,75014,None
7,LA DUZER LE BLA BLA,4/5,1,Restauration rapide – À domicile,75009,None
8,Leon de Bruxelles,4/5,1,None,75004,None
9,Grand Zino,4/5,1,None,75017,None
10,LE JARDIN,None,None,Cuisine française,75015,€€
11,1000 & 1 SIGNES,None,None,Restaurant marocain,75011,€€
12,LES ANTIQUAIRES,None,None,Bistrot – Brasserie,75007,€€
13,LES TURBULENTES,None,None,Bistrot – Brasserie,75015,€€
14,L'INCONNU,None,None,Restaurant italien et pizzeria,75007,€€
15,SHAMBALA,None,None,Restaurant tibétain – népalais,75015,€€
16,FIGUE ET OLIVE,None,None,None,75005,€€
17,JAZZ CAFÉ MONTPARNASSE,None,None,Bistrot – Brasserie,75014,€€
18,LEVAIN LE VIN,None,None,Restauration rapide – À domicile,75010,€€
19,LE BAR DE L'OPÉRA,None,None,Cuisine française,75009,€€
20,LES PARISIENNES,None,None,Bistrot – Brasserie,75007,€
21,OSÈ AFRICAN CUISINE SAINT-MARTIN,None,None,Cuisine d'Afrique,75010,€
22,TERRES DE TRUFFES,None,None,Cuisine française,75008,€€
23,LE CLARISSE,None,None,Cuisine française,75007,€€
24,O'SCIA,None,None,Pizzas,75002,€€
25,LE MARCHÉ DE LUCAS,None,None,Cuisine française,75008,€€
26,LE 114 FAUBOURG,None,None,Bistrot – Brasserie,75008,€€
27,L'ACAJOU,None,None,Cuisine française,75016,€€
28,ROTIN'S HOME,None,None,Sur place – À emporter,75001,€
29,BRACH,None,None,Cuisine méditerranéenne,75016,€€
30,PLANET SUSHI,None,None,Restaurant japonais,75008,€€
31,YORGAKI,None,None,Restaurant grec,75009,€€
32,RESTAURANT STÉPHANE MARTIN,None,None,Cuisine française,75015,€€
33,CRÊPE AVENUE,None,None,Crêperie,75008,€€
34,RICE TROTTERS,None,None,Sur place – À emporter,75008,€
35,CHEZ RAVI,None,None,Cuisine française,75017,€€
36,THE BAGEL STORE,None,None,Sur place – À emporter,75008,€€
37,LA TÊTE DANS LA CUISINE,None,None,Cuisines du monde,75011,€
38,Domino's Pizza Paris 20 - Belleville,None,None,Pizzas,75020,€€
39,LE MONTMARTRE,None,None,Cuisine française,75002,€€
40,AL PICCOLO,None,None,Restaurant italien et pizzeria,75116,€€
41,EL BIERZO,None,None,Restaurant espagnol,75014,€€
42,WILL,None,None,Cuisine française,75012,€€
43,LE BISTROT DES VIGNES,None,None,Bistrot – Brasserie,None,€€
44,COTE SALON,None,None,Restauration rapide – À domicile,75017,€€
45,L'INSPIRATION,None,None,Bistrot – Brasserie,75015,€€
46,CHEMINÉE,None,None,Restaurant iranien,75010,€
47,LAGOLLE DE MONTMARTRE,None,None,Restaurant savoyard,75018,€€
48,MACA'RONG,None,None,Sur place – À emporter,75017,€€
49,LE MONCLAR,None,None,Bistrot – Brasserie,75015,€€
0,BOKKO,None,None,Restaurant coréen,75015,€
1,VILLA ROMANA,None,None,Cuisine française,75012,€€
2,BRASSERIE 4807,None,None,Bistrot – Brasserie,75020,€€
3,TEA FOLIES,None,None,Restauration rapide – À domicile,75009,€€
4,NOISETTE,None,None,Cuisine française,75012,€
5,BEN JAAFAR,None,None,Couscous,75005,€€
6,APÉTI,None,None,Restaurant végétarien,75006,€€
7,PIZZERIA VILLA EVA,None,None,Restaurant italien et pizzeria,75015,€€
8,PIERO,None,None,Restaurant italien et pizzeria,75007,€€
9,LE P'TIT GAVROCHE,None,None,Bistrot – Brasserie,75015,€
10,TIKOUN OLAM,None,None,Restaurant casher,75012,€€€
11,LYLEE,None,None,Restaurant thaïlandais,75015,€€
12,VERMILLON,None,None,Bistrot – Brasserie,75009,€
13,MOLLY'S,None,None,Restaurant irlandais,75012,€€
14,LE CHASSÉEN,None,None,Cuisine française,75012,€€
15,DOMENICO'S,None,None,Restaurant italien et pizzeria,75009,€€
16,CHEZ GREG,None,None,Cuisine française,75011,€€
17,LES TABLES D'AUGUSTIN,None,None,Cuisine française,75017,€€
18,MOMIDJI,None,None,Restaurant japonais,75002,€€
19,BAFFO RISTORANTE,None,None,Restaurant italien et pizzeria,75004,€€
20,BLEND À MADELEINE,None,None,Cuisine française,75001,€€
21,PLANET SUSHI,None,None,Restaurant japonais,75016,€€
22,RASNA RESTAURANT INDIEN,5/5,2,Restaurant indien,75015,€€
23,YEIWONE,None,None,Restauration rapide – À domicile,75015,None
24,FATHYREST,None,None,Restauration rapide – À domicile,75009,None
25,Saint Mercure,None,None,None,75015,None
26,CARDINAL LE BISTROT ITALIEN,None,None,Restauration rapide – À domicile,75005,None
27,SAINT MIKHAEL,None,None,Restauration rapide – À domicile,75011,None
28,COSTA PIZZA COSTA,None,None,Restauration rapide – À domicile,75011,None
29,ADS POM'CANELLE,None,None,Restauration rapide – À domicile,75004,None
30,APATAM CORNER CAFE APATAM CORNER CAFE APATAM CC,None,None,Restauration rapide – À domicile,75009,None
31,SLIZE,None,None,Restauration rapide – À domicile,75011,None
32,La Stella,None,None,None,75012,None
33,BEST FUJI BISTRO FUJI,None,None,Restauration rapide – À domicile,75015,None
34,SUSHI JULIETTE SUSHI JULIETTE,None,None,Restauration rapide – À domicile,75014,None
35,Au Bureau Paris 15,None,None,Cuisine française,75015,None
36,SARL LUXMI LA TOUR DU LIBAN,None,None,Restauration rapide – À domicile,75009,None
37,Leon de Bruxelles,None,None,None,75011,None
38,ACACIA,None,None,Restauration rapide – À domicile,75002,None
39,Nouveau Pavillon de Jade,None,None,None,75016,None
40,EFEL JOYTI,None,None,Restauration rapide – À domicile,75015,None
41,QUEDE SUSHI WEST,None,None,Restauration rapide – À domicile,75013,None
42,BELLA NELLY PIZZA NELLY,None,None,Restauration rapide – À domicile,75014,None
43,PERCHIANA FOOD,None,None,Restauration rapide – À domicile,75015,None
44,Leon de Bruxelles,None,None,None,75008,None
45,3G TREFLE PANDA JARDIN,None,None,Restauration rapide – À domicile,75006,None
46,TOYAMAH SUSHI TOYAMAH JAPONAIS,None,None,Restauration rapide – À domicile,75017,None
47,AUX DELICES DES PATES FRANCESCA,None,None,Restauration rapide – À domicile,75010,None
48,Jeongané,None,None,Restaurant coréen,75015,None
49,Presto Fresco,None,None,None,75001,None
0,A CURSITA,None,None,None,75011,None
1,Hôtel Beaugrenelle,None,None,Hôtel,75015,None
2,OLIVIA HOKKAIDO,None,None,Restauration rapide – À domicile,75013,None
3,LACO,None,None,Restauration rapide – À domicile,75018,None
4,RESTAURANT MAMA D RESTAURANT MAMA D,None,None,Restauration rapide – À domicile,75018,None
5,A La Place Saint Georges,None,None,None,75009,None
6,SAS TABLE NEUF,None,None,None,75009,None
7,MARIANE FALAFEL CAFE,None,None,Restauration rapide – À domicile,75003,None
8,ESTELLE ESTELLE'S CAFE,None,None,Restauration rapide – À domicile,75011,None
9,ALIZEE,None,None,Restauration rapide – À domicile,75015,None
10,HONORE D AILLEURS LA BAGUE DE KENZA,None,None,Restauration rapide – À domicile,75001,None
11,Restaurant Chez Leon,None,None,None,75009,None
12,PAPITO,None,None,Restauration rapide – À domicile,75008,None
13,LE PETIT PLATEAU,None,None,Restauration rapide – À domicile,75004,None
