id,name,note,nbr_avis,type,quartier,prix
37,LA ROSE D OR LA ROSE D'OR,None,None,Restauration rapide – À domicile,75012,None
38,KWAJA BABA,None,None,Restauration rapide – À domicile,75011,None
39,CYFRAN,None,None,Restauration rapide – À domicile,75006,None
40,AUX DELICES D ALESIA,None,None,Restauration rapide – À domicile,75014,None
41,SUSHI PARIS,None,None,Restauration rapide – À domicile,75002,None
42,SIMPLIK,None,None,Restauration rapide – À domicile,75008,None
43,DIONYSOS,None,None,Restauration rapide – À domicile,75011,None
44,SALADBAR ANGEL SBA,None,None,Restauration rapide – À domicile,75017,None
45,LAC DE CHINE,None,None,Restauration rapide – À domicile,75011,None
46,LE ST PAUL LE SAIMPAUL,None,None,Restauration rapide – À domicile,75004,None
47,VAUGIMAG SPEED RABBIT PIZZA,None,None,Restauration rapide – À domicile,75015,None
48,BISS HALAL SANDWICH CLUB,None,None,Restauration rapide – À domicile,75020,None
49,BISTROT DING,None,None,Restauration rapide – À domicile,75007,None
0,KENOUZ ANOOD,None,None,Restauration rapide – À domicile,75015,None
1,SING PHAT LOTUS BLEU,None,None,Restauration rapide – À domicile,75010,None
2,MBK,None,None,Restauration rapide – À domicile,75016,None
3,LE PAIN DE PARIS LE PAIN DE PARIS,None,None,Restauration rapide – À domicile,75014,None
4,Mucha Café,None,None,Bistrot – Brasserie,75007,None
5,LA MANDOLINE LES DUNES,None,None,Restauration rapide – À domicile,75011,None
6,ALTO,None,None,Restauration rapide – À domicile,75010,None
7,QUENLINE UN MOMENT GOURMAND,None,None,Restauration rapide – À domicile,75005,None
8,HAIFA,None,None,Restauration rapide – À domicile,75009,None
9,KEUR MARIAME,None,None,Restauration rapide – À domicile,75010,None
10,AUX SAVEURS D ASIE,None,None,Restauration rapide – À domicile,75009,None
11,AU KING DELICE,None,None,Restauration rapide – À domicile,75011,None
12,GS EURL AMORINO,None,None,Restauration rapide – À domicile,75014,None
13,NTT ET ASSOCIES,None,None,Restauration rapide – À domicile,75008,None
14,SNC ADELYNE LITTLE GEORGETTE,None,None,Restauration rapide – À domicile,75001,None
15,LE PRIVE,None,None,Restauration rapide – À domicile,75017,None
16,TRANSWORLD TRAIDING LE MIYANIS,None,None,Restauration rapide – À domicile,75020,None
17,DA ORNELLA,None,None,Restauration rapide – À domicile,75008,None
18,Lune de Miel,None,None,None,75020,None
19,LES DELICES DE ZHANG,None,None,Restauration rapide – À domicile,75014,None
20,Au Derrick Catalan,None,None,None,75015,None
21,SK LA PANAME,None,None,Restauration rapide – À domicile,75018,None
22,MELISSE,None,None,Restauration rapide – À domicile,75002,None
23,NTT ST HONORE JOUR,None,None,Restauration rapide – À domicile,75008,None
24,CHIKITA,None,None,Restauration rapide – À domicile,75005,None
25,VERDURA,None,None,Restauration rapide – À domicile,75008,None
26,CHEZ PASCALINE,None,None,Restauration rapide – À domicile,75005,None
27,SL FORUM,None,None,Restauration rapide – À domicile,75001,None
28,Restaurant le Breizh,None,None,None,75002,None
29,SARL VIOLETTE,None,None,Restauration rapide – À domicile,75004,None
30,THIYAS PLAISIR DE L'INDE,None,None,Restauration rapide – À domicile,75010,None
31,LE PANIER FACTORY,None,None,Restauration rapide – À domicile,75002,None
32,YAD RESTAURATION,None,None,Restauration rapide – À domicile,75019,None
33,FRANCE GOURMET,None,None,Restauration rapide – À domicile,75013,None
34,LA CROUSTINE POIND CHAUD,None,None,Restauration rapide – À domicile,75018,None
35,MOON FAST ITALIAN MEAL,None,None,Restauration rapide – À domicile,75116,None
36,SAVEURS D ASIE,None,None,Restauration rapide – À domicile,75011,None
37,CIRTA CHIKEN,None,None,Restauration rapide – À domicile,75011,None
38,ZOA PANETONNE,None,None,Restauration rapide – À domicile,75017,None
39,SUSHI SHOP MARTYRS SUSHI SHOP,None,None,Restauration rapide – À domicile,75009,None
40,SUCHI HOME,None,None,Restauration rapide – À domicile,75020,None
41,SELINA,None,None,Restauration rapide – À domicile,75018,None
42,GARIB EL MASUM,None,None,Restauration rapide – À domicile,75020,None
43,LE MEDINE,None,None,Restauration rapide – À domicile,75009,None
44,TWENTY KONNECT PIZZA HUT,None,None,Restauration rapide – À domicile,75020,None
45,S&F CORP LE LOTUS BLEU,None,None,Restauration rapide – À domicile,75015,None
46,SARL RAINETEAU L'ATRYUM DES SAVEURS,None,None,Restauration rapide – À domicile,75017,None
47,ANDIAMO,None,None,Restauration rapide – À domicile,75012,None
48,LA SPAGHETTERIA IL CARDINALE,None,None,Restauration rapide – À domicile,75001,None
49,M.H M.H,None,None,Restauration rapide – À domicile,75017,None
0,B &J DEVELOPPEMENT MEZZO DI PASTA,None,None,Restauration rapide – À domicile,75001,None
1,SAVEURS D ASIE,None,None,Restauration rapide – À domicile,75009,None
2,TOP SANDWICHES TOP SANDWICHES,None,None,Restauration rapide – À domicile,75015,None
3,SAM,None,None,Restauration rapide – À domicile,75010,None
4,SKYNON LES KPAD,None,None,Restauration rapide – À domicile,75015,None
5,PASTA & BASTA PASTA & BASTA,None,None,Restauration rapide – À domicile,75001,None
6,DONG FANG,None,None,Restauration rapide – À domicile,75002,None
7,LES DELICES DE MARRAKECH RIZ QUI RIT,None,None,Restauration rapide – À domicile,75002,None
8,PRO.GK CEUX QUI MANGENT DEBOUT,None,None,Restauration rapide – À domicile,75006,None
9,SARL HENG LAY SARL HENG LAY,None,None,Restauration rapide – À domicile,75013,None
10,HAPPY PAUSE,None,None,Restauration rapide – À domicile,75020,None
11,RAYAN RESTAURATION,None,None,Restauration rapide – À domicile,75011,None
12,HIMALAYA TIBET HIMALAYA,None,None,Restauration rapide – À domicile,75005,None
13,ROJ SARL URFA,None,None,Restauration rapide – À domicile,75020,None
14,GULER,None,None,Restauration rapide – À domicile,75010,None
15,PAM LOU PAM'LOU,None,None,Restauration rapide – À domicile,75005,None
16,SAIGON,None,None,Restauration rapide – À domicile,75012,None
17,MEGABUN 89,None,None,Restauration rapide – À domicile,75010,None
18,DXL PERE ET FILS LE TRAITEUR,None,None,Restauration rapide – À domicile,75016,None
19,RAMSES RAMSES,None,None,Restauration rapide – À domicile,75005,None
20,FRANCE DEGUSTATION,None,None,Restauration rapide – À domicile,75010,None
21,SERCOZ L'ARDOISIER,None,None,Restauration rapide – À domicile,75011,None
22,GUERNANE-Y,None,None,Restauration rapide – À domicile,75017,None
23,AUX DELICES DU MAROC,None,None,Restauration rapide – À domicile,75013,None
24,AUX DELICES D HAXO,None,None,Restauration rapide – À domicile,75020,None
25,HDP RESTAURATION,None,None,Restauration rapide – À domicile,75020,None
26,KFC Bastille,None,None,None,75004,None
27,HUA HUI HUA HUI,None,None,Restauration rapide – À domicile,75015,None
28,SO,None,None,Restauration rapide – À domicile,75116,None
29,LES CHAUMIERES GOURMANDES,None,None,Restauration rapide – À domicile,75016,None
30,Subway,None,None,None,75009,None
31,BLE D OR BLE D'OR,None,None,Restauration rapide – À domicile,75003,None
32,LE MAI VIETNAM SARL,None,None,Restauration rapide – À domicile,75012,None
33,RENAS,None,None,Restauration rapide – À domicile,75010,None
34,Restaurant Stéphane Martin,None,None,None,75015,None
35,CRAFT CRAFT,None,None,Restauration rapide – À domicile,75010,None
36,ZHANG SARL,None,None,Restauration rapide – À domicile,75019,None
37,RAMONA,None,None,Restauration rapide – À domicile,75006,None
38,DAGUERRE FOOD EXPRESS,None,None,Restauration rapide – À domicile,75014,None
39,Malins Fish & Chips,None,None,None,75008,None
40,FLORYA,None,None,Restauration rapide – À domicile,75020,None
41,Marina de Paris,None,None,Salle polyvalente – Fêtes – Maison de la jeunesse,75012,None
42,BEL VIE,None,None,Restauration rapide – À domicile,75019,None
43,NANTES BINGOL,None,None,Restauration rapide – À domicile,75012,None
44,DELICE PLANETE DELICE PLANETE,None,None,Restauration rapide – À domicile,75013,None
45,ON NEM VIET MIDI TRIO,None,None,Restauration rapide – À domicile,75003,None
46,OURAL PIC AU PAIN,None,None,Restauration rapide – À domicile,75008,None
47,EUROWICH,None,None,Restauration rapide – À domicile,75002,None
48,O CROQUIGNOLLES O CROQUIGNOLLES,None,None,Restauration rapide – À domicile,75017,None
49,SANYO SUSHI SANYO SUSHI,None,None,Restauration rapide – À domicile,75012,None
0,SARL KH,None,None,Restauration rapide – À domicile,75015,None
1,MKD FOODING,None,None,Restauration rapide – À domicile,75005,None
2,NOUVEAUX DELICES NOUVEAUX DELICES,None,None,Restauration rapide – À domicile,75011,None
3,KEBAB FOOD KEBAB FOOD,None,None,Restauration rapide – À domicile,75011,None
4,ALLO SARINA,None,None,Restauration rapide – À domicile,75019,None
5,CREP,None,None,Restauration rapide – À domicile,75015,None
6,BUTTERFLIES ROYCE,None,None,Restauration rapide – À domicile,75008,None
7,NTT CAPUCINES JOUR,None,None,Restauration rapide – À domicile,75002,None
8,M.O.D MEZZO DI PASTA,None,None,Restauration rapide – À domicile,75116,None
9,FACTORY & CO,None,None,Restauration rapide – À domicile,75013,None
10,CHEZ ALI BABA,None,None,Restauration rapide – À domicile,75010,None
11,IL CARDINALE,None,None,Restauration rapide – À domicile,75001,None
12,MLD PIZZA SARL,None,None,Restauration rapide – À domicile,75013,None
13,Siège social Chronopost Paris,None,None,Expédition,75014,None
14,L'Oustal,None,None,None,75015,None
15,BERGERE INVEST,None,None,Restauration rapide – À domicile,75008,None
16,Subway,None,None,None,75019,None
17,Aux Trois Mailletz,None,None,None,75005,None
18,FLAGHA,None,None,Restauration rapide – À domicile,75001,None
19,FAST FOOD LEILA,None,None,Restauration rapide – À domicile,75013,None
20,Langousta Passy,None,None,Restaurant fruits de mer – Poissons,75016,None
21,Subway,None,None,None,75006,None
22,LA ROSE DE PARIS,None,None,Restauration rapide – À domicile,75018,None
23,Chez Margot,None,None,Cuisine française,75004,None
24,NEW DORI DORI,None,None,Restauration rapide – À domicile,75018,None
25,L EXPRESS MONTMARTRE LE RAPIDE MONTMARTRE,None,None,Restauration rapide – À domicile,75009,None
26,SUSHI CONVENTION,None,None,Restauration rapide – À domicile,75015,None
27,YASMINA PEPINO,None,None,Restauration rapide – À domicile,75013,None
28,M.A.M BON APPETIT,None,None,Restauration rapide – À domicile,75002,None
29,LE PINK,None,None,Restauration rapide – À domicile,75005,None
30,FEITEN FEITEN,None,None,Restauration rapide – À domicile,75017,None
31,AU SOLEIL D UBRIA VIA DI ROMA,None,None,Restauration rapide – À domicile,75116,None
32,TRAICHE,None,None,Restauration rapide – À domicile,75017,None
33,LA SOURCE,None,None,Restauration rapide – À domicile,75018,None
34,NOUVEAUX DELICES D OR,None,None,Restauration rapide – À domicile,75020,None
35,SUB SAINT OUEN,None,None,Restauration rapide – À domicile,75017,None
36,ROYAL FOOD,None,None,Restauration rapide – À domicile,75014,None
37,PEREM,None,None,Restauration rapide – À domicile,75005,None
38,RICHA CLASS'CROUTE,None,None,Restauration rapide – À domicile,75014,None
39,ROSES DE BECCARIA,None,None,Restauration rapide – À domicile,75012,None
40,MEAL SAVEURS LE PAIN D'EPI,None,None,Restauration rapide – À domicile,75015,None
41,AYOUB JUNIOR LE SPHINX,None,None,Restauration rapide – À domicile,75014,None
42,GAO ASIE SUSHI DAGUERRE,None,None,Restauration rapide – À domicile,75014,None
43,SARL BARATH CAFE,None,None,Restauration rapide – À domicile,75013,None
44,FADA FADA,None,None,Restauration rapide – À domicile,75019,None
45,AVENIR,None,None,Restauration rapide – À domicile,75020,None
46,LE CLASS FOOD,None,None,Restauration rapide – À domicile,75018,None
47,E.V.I.N.I.Z,None,None,Restauration rapide – À domicile,75011,None
48,ENIS,None,None,Restauration rapide – À domicile,75006,None
49,SARL SORBET DILAI,None,None,Restauration rapide – À domicile,75018,None
0,BILL,None,None,Restauration rapide – À domicile,75011,None
1,BORAN,None,None,Restauration rapide – À domicile,75020,None
2,NEPTUNE,None,None,Restauration rapide – À domicile,75017,None
3,T.F.S. ( A LA MODE LIBANAISE) A LA MODE LIBANAISE,None,None,Restauration rapide – À domicile,75015,None
4,MY AUCHAN Paris BREMONTIER,None,None,Livraison à domicile,75017,None
5,VIP FOOD VIP FOOD,None,None,Restauration rapide – À domicile,75018,None
6,AMEL AMEL,None,None,Restauration rapide – À domicile,75011,None
7,SOCIETE DE LA SALADERIE PARISIENNE ANKKA,None,None,Restauration rapide – À domicile,75008,None
8,YIFA LUCKY HOUSE,None,None,Restauration rapide – À domicile,75012,None
9,CARLALEX 46 AVENUE,None,None,Restauration rapide – À domicile,75008,None
10,DELICE SANDWICHS CLUB,None,None,Restauration rapide – À domicile,75005,None
11,VICTORY STREET DELICES STATION,None,None,Restauration rapide – À domicile,75009,None
12,L ETOILE DES FLANDRES LE PARIS FLANDRE,None,None,Restauration rapide – À domicile,75019,None
13,KAI YUE,None,None,Restauration rapide – À domicile,75020,None
14,DANYVES CAFE,None,None,Restauration rapide – À domicile,75019,None
15,WAYBIZ SUBWAY,None,None,Restauration rapide – À domicile,75014,None
16,AUX DELICES D ASIE CHEZ HU,None,None,Restauration rapide – À domicile,75005,None
17,LA VIE EN ROSE RALLYE TOURNELLE,None,None,Restauration rapide – À domicile,75005,None
18,KOSKA PARISTANBUL,None,None,Restauration rapide – À domicile,75017,None
19,NEW FESTIN IMPERIAL,None,None,Restauration rapide – À domicile,75010,None
20,BAR BARS LE CAFE CHINOIS,None,None,Restauration rapide – À domicile,75003,None
21,SARL NAMAN,None,None,Restauration rapide – À domicile,75014,None
22,COZUMEL,None,None,Restauration rapide – À domicile,75019,None
23,SCORUS SARL QUICK,None,None,Restauration rapide – À domicile,75003,None
24,KOSK,None,None,Restauration rapide – À domicile,75010,None
25,LE RELAIS BASTILLE,None,None,Restauration rapide – À domicile,75011,None
26,SL BERGER,None,None,Restauration rapide – À domicile,75001,None
27,LES AILES,None,None,Restauration rapide – À domicile,75010,None
28,MATSU SUSHI,None,None,Restauration rapide – À domicile,75005,None
29,EMTANO SARL PASSY K,None,None,Restauration rapide – À domicile,75016,None
30,PRESTIGE D ASIE 2004,None,None,Restauration rapide – À domicile,75013,None
31,MANEKI NEKO,None,None,Restauration rapide – À domicile,75013,None
32,ALANYA,None,None,Restauration rapide – À domicile,75011,None
33,UN MOMENT,None,None,Restauration rapide – À domicile,75010,None
34,MEISHI LIN,None,None,Restauration rapide – À domicile,75015,None
35,AUX GOUTS D ASIE,None,None,Restauration rapide – À domicile,75008,None
36,CMFP MA MC DONALD'S,None,None,Restauration rapide – À domicile,75011,None
37,SARL TASLI,None,None,Restauration rapide – À domicile,75018,None
38,HABBOUBI PIZZA,None,None,Restauration rapide – À domicile,75007,None
39,MICA BURGER BARI,None,None,Restauration rapide – À domicile,75011,None
40,XING WANG,None,None,Restauration rapide – À domicile,75010,None
41,Le Postal,None,None,Bière – Brasserie,75018,None
42,L EPEE DE BLE,None,None,Restauration rapide – À domicile,75007,None
43,DAK OH REGALADE DU PONT NEUF,None,None,Restauration rapide – À domicile,75001,None
44,MBPC GAMMA,None,None,Restauration rapide – À domicile,75012,None
45,PULCO PIZZA COSI,None,None,Restauration rapide – À domicile,75012,None
46,M J K CHEZ LES TWINS,None,None,Restauration rapide – À domicile,75015,None
47,AZ DELIVERY SPEED RABBIT PIZZA,None,None,Restauration rapide – À domicile,75011,None
48,MHE NEW KAGHAN,None,None,Restauration rapide – À domicile,75019,None
49,SARL CENSIER,None,None,Restauration rapide – À domicile,75005,None
0,LE GIROS,None,None,Restauration rapide – À domicile,75018,None
1,SARL BAUCHAT PIZZA HUT,None,None,Restauration rapide – À domicile,75012,None
2,LA COURONNE D ASIE,None,None,Restauration rapide – À domicile,75019,None
3,NTT OPERA JOUR,None,None,Restauration rapide – À domicile,75002,None
4,TOUR FOOD,None,None,Restauration rapide – À domicile,75007,None
5,SUSHI SHOP MONGE SUSHI SHOP,None,None,Restauration rapide – À domicile,75005,None
